id,lat,lon,stratum,bbox_min_lat,bbox_max_lat,bbox_min_lon,bbox_max_lon
170,-26.163359,28.277529,dense_urban,-26.164509,-26.162209,28.276248,28.27881
171,29.481743,47.930095,dense_urban,29.480593,29.482893,47.928774,47.931415
172,51.089752,6.56097,dense_urban,51.088603,51.090902,6.559139,6.562801
173,29.40572,48.063725,dense_urban,29.40457,29.40687,48.062405,48.065044
174,41.030009,29.196921,dense_urban,41.028859,41.031159,29.195397,29.198445
175,47.493738,-122.058959,dense_urban,47.492589,47.494888,-122.060661,-122.057257
176,34.768126,135.525453,dense_urban,34.766977,34.769276,135.524053,135.526852
177,-37.761914,145.209014,dense_urban,-37.763064,-37.760765,145.20756,145.210469
178,-1.366529,36.796817,dense_urban,-1.367679,-1.365379,36.795667,36.797967
179,41.910244,12.382461,dense_urban,41.909094,41.911394,12.380916,12.384006
180,43.827115,-79.241896,dense_urban,43.825965,43.828265,-79.24349,-79.240302
181,49.91069,19.879601,dense_urban,49.90954,49.91184,19.877815,19.881386
182,45.412593,-73.725858,dense_urban,45.411443,45.413743,-73.727496,-73.72422
183,52.084719,21.339538,dense_urban,52.08357,52.085869,21.337666,21.341409
184,49.256291,-122.948769,dense_urban,49.255141,49.257441,-122.950531,-122.947007
185,47.525496,-122.098167,dense_urban,47.524346,47.526645,-122.09987,-122.096465
186,10.682814,106.745246,dense_urban,10.681664,10.683964,106.744076,106.746416
187,30.632201,114.068668,dense_urban,30.631051,30.633351,114.067331,114.070004
188,-34.617794,-58.438173,dense_urban,-34.618944,-34.616644,-58.43957,-58.436775
189,34.816303,135.646272,dense_urban,34.815153,34.817453,135.644872,135.647673
190,23.869092,90.269188,dense_urban,23.867943,23.870242,90.26793,90.270445
191,-34.502686,-58.608108,dense_urban,-34.503835,-34.501536,-58.609503,-58.606713
192,-27.304896,153.246066,dense_urban,-27.306046,-27.303746,153.244772,153.24736
193,40.659462,-3.586984,dense_urban,40.658312,40.660612,-3.5885,-3.585469
194,53.613891,-2.371063,dense_urban,53.612741,53.615041,-2.373002,-2.369125
195,4.497536,-74.218937,dense_urban,4.496386,4.498686,-74.22009,-74.217783
196,45.47551,-73.525305,dense_urban,45.47436,45.47666,-73.526944,-73.523665
197,-27.598303,152.94674,dense_urban,-27.599453,-27.597154,152.945442,152.948037
198,33.740652,-117.955442,dense_urban,33.739502,33.741802,-117.956824,-117.954059
199,-22.930273,-43.270477,dense_urban,-22.931423,-22.929123,-43.271726,-43.269229
200,33.887828,-118.224562,dense_urban,33.886678,33.888977,-118.225947,-118.223176
201,49.063003,2.055612,dense_urban,49.061853,49.064153,2.053857,2.057367
202,53.510334,9.851541,dense_urban,53.509184,53.511484,9.849608,9.853475
203,-34.756143,-58.595937,dense_urban,-34.757293,-34.754993,-58.597337,-58.594537
204,1.264323,103.92559,dense_urban,1.263174,1.265473,103.92444,103.92674
205,53.523112,-2.056331,dense_urban,53.521962,53.524262,-2.058266,-2.054397
206,43.618735,-79.204313,dense_urban,43.617585,43.619885,-79.205901,-79.202724
207,50.274873,14.49536,dense_urban,50.273723,50.276022,14.493561,14.497159
208,48.666817,2.24458,dense_urban,48.665667,48.667967,2.242839,2.246321
209,22.460744,114.358675,dense_urban,22.459594,22.461894,114.357431,114.359919
210,-33.682177,-70.793265,dense_urban,-33.683327,-33.681027,-70.794647,-70.791883
211,42.002587,12.509682,dense_urban,42.001438,42.003737,12.508134,12.511229
212,41.803031,12.242243,dense_urban,41.801881,41.804181,12.2407,12.243785
213,-31.834446,115.920424,dense_urban,-31.835596,-31.833297,115.919071,115.921778
214,33.690956,-7.784541,dense_urban,33.689806,33.692106,-7.785923,-7.783159
215,41.702812,12.581589,dense_urban,41.701662,41.703962,12.580049,12.583129
216,35.218787,129.185666,dense_urban,35.217637,35.219937,129.184259,129.187074
217,40.156598,-75.242584,dense_urban,40.155448,40.157748,-75.244088,-75.241079
218,35.675742,51.655041,dense_urban,35.674592,35.676891,51.653625,51.656456
219,-11.850623,-76.852612,dense_urban,-11.851772,-11.849473,-76.853787,-76.851437
220,23.806106,90.530638,dense_urban,23.804956,23.807256,90.529381,90.531895
221,49.939071,20.114417,dense_urban,49.937922,49.940221,20.112631,20.116204
222,50.066379,20.084277,dense_urban,50.065229,50.067528,20.082486,20.086068
223,51.244301,6.812775,dense_urban,51.243151,51.245451,6.810938,6.814611
224,19.428737,-99.249194,dense_urban,19.427587,19.429887,-99.250413,-99.247975
225,28.91867,77.430933,dense_urban,28.91752,28.91982,77.429619,77.432246
226,50.972875,6.583112,dense_urban,50.971725,50.974024,6.581286,6.584938
227,1.378338,103.858333,dense_urban,1.377188,1.379488,103.857183,103.859483
228,41.636166,-87.590453,dense_urban,41.635016,41.637316,-87.591992,-87.588915
229,28.573432,77.007384,dense_urban,28.572282,28.574582,77.006074,77.008693
230,-34.646818,-58.536853,dense_urban,-34.647968,-34.645668,-58.538251,-58.535456
231,4.712955,-74.281296,dense_urban,4.711806,4.714105,-74.28245,-74.280142
232,-34.093983,151.129002,dense_urban,-34.095133,-34.092834,151.127613,151.13039
233,-4.417636,15.440549,dense_urban,-4.418786,-4.416486,15.439396,15.441703
234,52.563854,13.148894,dense_urban,52.562704,52.565004,13.147003,13.150786
235,29.294352,-98.3383,dense_urban,29.293203,29.295502,-98.339619,-98.336982
236,40.881173,-73.892996,dense_urban,40.880023,40.882323,-73.894517,-73.891476
237,-32.057274,115.794415,dense_urban,-32.058424,-32.056124,115.793058,115.795772
238,45.410684,-73.940419,dense_urban,45.409535,45.411834,-73.942057,-73.938781
